,reasons,time_occured,time_reported,comments,incident_address,lat,long,time_started,time_ended,reasons_processed,month,hour,time_processed,seconds_since
609,Traffic Offense,18:16:02 09/09/21 - 18:16:02 09/09/21,18:16:02,  Deputy conducted a traffic stop and made an arrest.,W DANBY RD; SHADY CORNERS; T ITHACA NEWFIELD NY 14867,42.3567067,-76.5476718,2021-09-09 18:16:02,2021-09-09 18:16:02,Traffic Offense,9,18,18:16:02,65762
610,Traffic Offense,18:16:02 09/09/21 - 18:16:02 09/09/21,18:16:02,  Deputy conducted a traffic stop and made an arrest.,W DANBY RD; SHADY CORNERS; T ITHACA NEWFIELD NY 14867,42.3567067,-76.5476718,2021-09-09 18:16:02,2021-09-09 18:16:02,Traffic Offense,9,18,18:16:02,65762
611,Traffic Offense,17:50:34 09/09/21 - 17:50:34 09/09/21,17:50:34,  Deputy conducted a traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867,42.393481,-76.55390919999999,2021-09-09 17:50:34,2021-09-09 17:50:34,Traffic Offense,9,17,17:50:34,64234
612,Traffic Offense,11:56:27 09/09/21 - 11:56:27 09/09/21,11:56:27,  Traffic stop.,SLATERVILLE RD; T DRYDEN ITHACA NY 14850,42.3988252,-76.415646,2021-09-09 11:56:27,2021-09-09 11:56:27,Traffic Offense,9,11,11:56:27,42987
613,Traffic Offense,11:56:27 09/09/21 - 11:56:27 09/09/21,11:56:27,  Traffic stop.,SLATERVILLE RD; T DRYDEN ITHACA NY 14850,42.3988252,-76.415646,2021-09-09 11:56:27,2021-09-09 11:56:27,Traffic Offense,9,11,11:56:27,42987
614,Traffic Offense,11:39:04 09/09/21 - 11:39:04 09/09/21,11:39:04,  Deputies conducted a traffic stop after observing a Revoked Operator.,SLATERVILLE RD; T DRYDEN ITHACA NY 14850,42.3988252,-76.415646,2021-09-09 11:39:04,2021-09-09 11:39:04,Traffic Offense,9,11,11:39:04,41944
615,Traffic Offense,05:24:43 09/09/21 - 05:24:43 09/09/21,05:24:43,  Traffic stop.,DRYDEN RD; HOPSHIRE FARM AND BREWERY; T DRYDEN FREEVILLE NY 13068,42.5173595,-76.4036654,2021-09-09 05:24:43,2021-09-09 05:24:43,Traffic Offense,9,5,05:24:43,19483
616,Traffic Offense,20:36:22 09/08/21 - 20:36:22 09/08/21,20:36:22,  Traffic stop.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850,42.3964701,-76.5460386,2021-09-08 20:36:22,2021-09-08 20:36:22,Traffic Offense,9,20,20:36:22,74182
617,Traffic Offense,18:06:06 09/08/21 - 18:06:06 09/08/21,18:06:06,  Traffic stop.,BRICKYARD RD & WILSON RD; T LANSING LANSING NY 14882,42.54882689999999,-76.533637,2021-09-08 18:06:06,2021-09-08 18:06:06,Traffic Offense,9,18,18:06:06,65166
618,Traffic Offense,17:20:04 09/08/21 - 17:20:04 09/08/21,17:20:04,  Traffic stop.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850,42.4774635,-76.4308381,2021-09-08 17:20:04,2021-09-08 17:20:04,Traffic Offense,9,17,17:20:04,62404
619,Traffic Cmplnt,11:08:14 09/08/21 - 11:10:23 09/08/21,11:08:14,  Traffic complaint.,DRYDEN RD; T DRYDEN ITHACA NY 14850,42.4649959,-76.4160503,2021-09-08 11:08:14,2021-09-08 11:10:23,Traffic Complaint,9,11,11:08:14,40094
620,Traffic Cmplnt,03:36:11 09/08/21 - 03:37:24 09/08/21,03:36:11,  Traffic complaint.,MCLEAN CORTLAND RD; T GROTON CORTLAND NY 13045,42.5701684,-76.2505416,2021-09-08 03:36:11,2021-09-08 03:37:24,Traffic Complaint,9,3,03:36:11,12971
621,Traffic Offense,02:13:49 09/08/21 - 02:13:49 09/08/21,02:13:49,  Traffic offense,EAST SHORE DR & BLACKCHIN BLVD; V LANSING ITHACA NY 14850,42.5076304,-76.5090482,2021-09-08 02:13:49,2021-09-08 02:13:49,Traffic Offense,9,2,02:13:49,8029
622,Traffic Cmplnt,13:28:37 09/07/21 - 13:30:27 09/07/21,13:28:37,  Unable to locate.,WARREN RD & STATE ROUTE 13 S; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2021-09-07 13:28:37,2021-09-07 13:30:27,Traffic Complaint,9,13,13:28:37,48517
623,Traffic Cmplnt,13:28:37 09/07/21 - 13:30:27 09/07/21,13:28:37,  Unable to locate.,WARREN RD & STATE ROUTE 13 S; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2021-09-07 13:28:37,2021-09-07 13:30:27,Traffic Complaint,9,13,13:28:37,48517
624,Traffic Offense,13:03:29 09/07/21 - 13:03:29 09/07/21,13:03:29,  Traffic Stop,WARREN RD & HANSHAW RD; T ITHACA ITHACA NY 14850,42.4671175,-76.46602700000001,2021-09-07 13:03:29,2021-09-07 13:03:29,Traffic Offense,9,13,13:03:29,47009
625,Traffic Cmplnt,21:40:51 09/06/21 - 21:42:48 09/06/21,21:40:51,  Deputy assisted the NYSP.,DRYDEN RD & RINGWOOD RD; T DRYDEN FREEVILLE NY 13068,42.48507,-76.35485919999999,2021-09-06 21:40:51,2021-09-06 21:42:48,Traffic Complaint,9,21,21:40:51,78051
626,Traffic Cmplnt,21:40:51 09/06/21 - 21:42:48 09/06/21,21:40:51,  Deputy assisted the NYSP.,DRYDEN RD & RINGWOOD RD; T DRYDEN FREEVILLE NY 13068,42.48507,-76.35485919999999,2021-09-06 21:40:51,2021-09-06 21:42:48,Traffic Complaint,9,21,21:40:51,78051
627,Traffic Cmplnt,20:43:40 09/06/21 - 20:44:28 09/06/21,20:43:40,  Traffic complaint.,ELLIS HOLLOW RD & THOMAS RD; T DRYDEN ITHACA NY 14850,42.4258215,-76.3899457,2021-09-06 20:43:40,2021-09-06 20:44:28,Traffic Complaint,9,20,20:43:40,74620
628,Traffic Offense,17:58:53 09/06/21 - 17:58:53 09/06/21,17:58:53,  Deputy initiated a traffic stop for multiple moving violations.,BLOCK MYERS RD; T LANSING LANSING NY 14882,42.5406266,-76.5388289,2021-09-06 17:58:53,2021-09-06 17:58:53,Traffic Offense,9,17,17:58:53,64733
629,Traffic Cmplnt,16:20:09 09/06/21 - 16:22:25 09/06/21,16:20:09,  Traffic complaint.,FALL CREEK RD & HERMAN RD; T DRYDEN; V FREEVILLE FREEVILLE NY 13068,42.517874,-76.3355868,2021-09-06 16:20:09,2021-09-06 16:22:25,Traffic Complaint,9,16,16:20:09,58809
630,Traffic Cmplnt,16:07:34 09/06/21 - 16:09:28 09/06/21,16:07:34,  Traffic complaint.,HANSHAW RD & STATE ROUTE 13; T DRYDEN ITHACA NY 14850,42.4774635,-76.4308381,2021-09-06 16:07:34,2021-09-06 16:09:28,Traffic Complaint,9,16,16:07:34,58054
631,Traffic Offense,12:44:36 09/06/21 - 12:44:36 09/06/21,12:44:36,  Deputy initiated a traffic stop for speed.,STATE ROUTE 13 N; ROUTE 13 AT ITHACA HIGH; C ITHACA ITHACA NY 14850,39.9161307,-82.40810309999999,2021-09-06 12:44:36,2021-09-06 12:44:36,Traffic Offense,9,12,12:44:36,45876
632,Traffic Offense,12:20:49 09/06/21 - 12:20:49 09/06/21,12:20:49,  Traffic stop.,BLOCK JACKSONVILLE RD; T ULYSSES TRUMANSBURG NY 14886,42.5082206,-76.614744,2021-09-06 12:20:49,2021-09-06 12:20:49,Traffic Offense,9,12,12:20:49,44449
633,Traffic Offense,11:17:03 09/06/21 - 11:17:03 09/06/21,11:17:03,  Traffic stop.,BLOCK W STATE ST; C ITHACA ITHACA NY 14850,42.4392893,-76.5072103,2021-09-06 11:17:03,2021-09-06 11:17:03,Traffic Offense,9,11,11:17:03,40623
634,Traffic Offense,10:52:59 09/06/21 - 10:52:59 09/06/21,10:52:59,"  Deputies conducted a traffic stop, driver arrest for narcotics possession.",UPPER CREEK RD & KINGDOM RD; T DRYDEN FREEVILLE NY 13068,42.4957409,-76.3719023,2021-09-06 10:52:59,2021-09-06 10:52:59,Traffic Offense,9,10,10:52:59,39179
635,Traffic Offense,10:52:59 09/06/21 - 10:52:59 09/06/21,10:52:59,"  Deputies conducted a traffic stop, driver arrest for narcotics possession.",UPPER CREEK RD & KINGDOM RD; T DRYDEN FREEVILLE NY 13068,42.4957409,-76.3719023,2021-09-06 10:52:59,2021-09-06 10:52:59,Traffic Offense,9,10,10:52:59,39179
636,Traffic Offense,10:49:29 09/06/21 - 10:49:29 09/06/21,10:49:29,  Traffic stop.,HALSEYVILLE RD & REYNOLDS RD; T ULYSSES TRUMANSBURG NY 14886,42.500364,-76.634214,2021-09-06 10:49:29,2021-09-06 10:49:29,Traffic Offense,9,10,10:49:29,38969
637,Traffic Offense,10:45:29 09/06/21 - 10:45:29 09/06/21,10:45:29,  Traffic stop.,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818,2021-09-06 10:45:29,2021-09-06 10:45:29,Traffic Offense,9,10,10:45:29,38729
638,Traffic Offense,09:51:42 09/06/21 - 09:51:42 09/06/21,09:51:42,  Traffic stop.,BOSTWICK RD; T ITHACA ITHACA NY 14850,42.4227499,-76.5793917,2021-09-06 09:51:42,2021-09-06 09:51:42,Traffic Offense,9,9,09:51:42,35502
639,Traffic Offense,09:29:04 09/06/21 - 09:29:04 09/06/21,09:29:04,  Traffic stop.,SHAFFER RD & BOWER RD; T NEWFIELD NEWFIELD NY 14867,42.322863,-76.563952,2021-09-06 09:29:04,2021-09-06 09:29:04,Traffic Offense,9,9,09:29:04,34144
640,Traffic Offense,09:16:44 09/06/21 - 09:16:44 09/06/21,09:16:44,  Traffic stop.,W DANBY RD & SHELTER VALLEY RD; T NEWFIELD NEWFIELD NY 14867,42.3740309,-76.551525,2021-09-06 09:16:44,2021-09-06 09:16:44,Traffic Offense,9,9,09:16:44,33404
641,Traffic Offense,09:13:13 09/06/21 - 09:13:13 09/06/21,09:13:13,  Deputies conducted a traffic stop.,STATE ROUTE 13 & LOWER CREEK RD; T DRYDEN ITHACA NY 14850,42.4725103,-76.4212893,2021-09-06 09:13:13,2021-09-06 09:13:13,Traffic Offense,9,9,09:13:13,33193
642,Traffic Offense,23:44:24 09/05/21 - 23:44:24 09/05/21,23:44:24,  Traffic offense,STATE ROUTE 13; RT 13 RUNWAY; T DRYDEN ITHACA NY 14850,42.7118632,-76.0328474,2021-09-05 23:44:24,2021-09-05 23:44:24,Traffic Offense,9,23,23:44:24,85464
643,Traffic Offense,10:13:53 09/05/21 - 10:13:53 09/05/21,10:13:53,  Traffic stop.,STATE ROUTE 13 & DEY ST; C ITHACA ITHACA NY 14850,42.45160389999999,-76.5034177,2021-09-05 10:13:53,2021-09-05 10:13:53,Traffic Offense,9,10,10:13:53,36833
644,Traffic Offense,10:04:17 09/05/21 - 10:04:17 09/05/21,10:04:17,  Traffic stop.,STATE ROUTE 13 & SAPSUCKER WOODS RD; V LANSING ITHACA NY 14850,42.482845,-76.4548329,2021-09-05 10:04:17,2021-09-05 10:04:17,Traffic Offense,9,10,10:04:17,36257
645,Traffic Offense,09:51:31 09/05/21 - 09:51:32 09/05/21,09:51:31,  Traffic stop.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850,42.3964701,-76.5460386,2021-09-05 09:51:31,2021-09-05 09:51:32,Traffic Offense,9,9,09:51:31,35491
646,Traffic Offense,00:05:01 09/05/21 - 00:05:01 09/05/21,00:05:01,  Traffic Stop.,DANBY RD; ITHACA FIRE DEPARTMENT; T ITHACA ITHACA NY 14850,42.3587467,-76.4833869,2021-09-05 00:05:01,2021-09-05 00:05:01,Traffic Offense,9,0,00:05:01,301
647,Traffic Cmplnt,22:24:36 09/04/21 - 22:24:36 09/04/21,22:24:36,  Traffic complaint.,CORTLAND RD & LIVERMORE CROSS RD; T DRYDEN DRYDEN NY 13053,42.5150529,-76.2836806,2021-09-04 22:24:36,2021-09-04 22:24:36,Traffic Complaint,9,22,22:24:36,80676
648,Traffic Offense,22:08:22 09/04/21 - 22:08:22 09/04/21,22:08:22,  Traffic stop.,IRADELL RD & HALSEYVILLE RD; T ENFIELD; T ULYSSES TRUMANSBURG NY 14886,42.480319,-76.632927,2021-09-04 22:08:22,2021-09-04 22:08:22,Traffic Offense,9,22,22:08:22,79702
649,Traffic Offense,21:58:19 09/04/21 - 21:58:19 09/04/21,21:58:19,  Traffic stop.,HALSEYVILLE RD & PERRY CITY RD; T ULYSSES TRUMANSBURG NY 14886,42.4945789,-76.633844,2021-09-04 21:58:19,2021-09-04 21:58:19,Traffic Offense,9,21,21:58:19,79099
650,Traffic Offense,21:49:19 09/04/21 - 21:49:19 09/04/21,21:49:19,  Traffic stop.,BLACK OAK RD & MECKLENBURG RD; T ENFIELD TRUMANSBURG NY 14886,42.449601,-76.670704,2021-09-04 21:49:19,2021-09-04 21:49:19,Traffic Offense,9,21,21:49:19,78559
651,Traffic Offense,21:11:44 09/04/21 - 21:11:44 09/04/21,21:11:44,  Traffic stop.,BLOCK SAPSUCKER WOODS RD; T DRYDEN ITHACA NY 14850,42.4756048,-76.4504304,2021-09-04 21:11:44,2021-09-04 21:11:44,Traffic Offense,9,21,21:11:44,76304
652,Traffic Offense,21:11:44 09/04/21 - 21:11:44 09/04/21,21:11:44,  Traffic stop.,BLOCK SAPSUCKER WOODS RD; T DRYDEN ITHACA NY 14850,42.4756048,-76.4504304,2021-09-04 21:11:44,2021-09-04 21:11:44,Traffic Offense,9,21,21:11:44,76304
653,Traffic Offense,21:11:44 09/04/21 - 21:11:44 09/04/21,21:11:44,  Traffic stop.,BLOCK SAPSUCKER WOODS RD; T DRYDEN ITHACA NY 14850,42.4756048,-76.4504304,2021-09-04 21:11:44,2021-09-04 21:11:44,Traffic Offense,9,21,21:11:44,76304
654,Traffic Offense,21:11:44 09/04/21 - 21:11:44 09/04/21,21:11:44,  Traffic stop.,BLOCK SAPSUCKER WOODS RD; T DRYDEN ITHACA NY 14850,42.4756048,-76.4504304,2021-09-04 21:11:44,2021-09-04 21:11:44,Traffic Offense,9,21,21:11:44,76304
655,Traffic Offense,21:11:44 09/04/21 - 21:11:44 09/04/21,21:11:44,  Traffic stop.,BLOCK SAPSUCKER WOODS RD; T DRYDEN ITHACA NY 14850,42.4756048,-76.4504304,2021-09-04 21:11:44,2021-09-04 21:11:44,Traffic Offense,9,21,21:11:44,76304
656,Traffic Offense,21:11:44 09/04/21 - 21:11:44 09/04/21,21:11:44,  Traffic stop.,BLOCK SAPSUCKER WOODS RD; T DRYDEN ITHACA NY 14850,42.4756048,-76.4504304,2021-09-04 21:11:44,2021-09-04 21:11:44,Traffic Offense,9,21,21:11:44,76304
657,Traffic Offense,18:41:07 09/04/21 - 18:41:08 09/04/21,18:41:07,  Traffic stop.,E MAIN ST; BYRNE DAIRY; TRUMANSBURG TRUMANSBURG NY 14886,42.539888,-76.6551386,2021-09-04 18:41:07,2021-09-04 18:41:08,Traffic Offense,9,18,18:41:07,67267
658,Traffic Offense,16:33:48 09/04/21 - 16:33:48 09/04/21,16:33:48,  Traffic stop.,DANBY RD & BALD HILL RD; T DANBY ITHACA NY 14850,42.35245270000001,-76.48089569999999,2021-09-04 16:33:48,2021-09-04 16:33:48,Traffic Offense,9,16,16:33:48,59628
659,Traffic Offense,07:47:48 09/04/21 - 07:47:48 09/04/21,07:47:48,  Deputies conducted a stop for Speed in Zone.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850,42.487473,-76.4675177,2021-09-04 07:47:48,2021-09-04 07:47:48,Traffic Offense,9,7,07:47:48,28068
660,Traffic Cmplnt,01:24:34 09/04/21 - 01:31:33 09/04/21,01:24:34,  Traffic Complaint.,DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHACA ITHACA NY 14850,42.4718459,-76.5381251,2021-09-04 01:24:34,2021-09-04 01:31:33,Traffic Complaint,9,1,01:24:34,5074
661,Traffic Offense,21:55:50 09/03/21 - 21:55:50 09/03/21,21:55:50,  Traffic stop.,DRYDEN RD & PINCKNEY RD; T DRYDEN ITHACA NY 14850,42.4702146,-76.4042387,2021-09-03 21:55:50,2021-09-03 21:55:50,Traffic Offense,9,21,21:55:50,78950
662,Traffic Offense,21:41:08 09/03/21 - 21:41:08 09/03/21,21:41:08,  Deputies conducted a stop for Failure to Keep Right.,MECKLENBURG RD & HALSEYVILLE RD; T ENFIELD ITHACA NY 14850,42.4509799,-76.6311308,2021-09-03 21:41:08,2021-09-03 21:41:08,Traffic Offense,9,21,21:41:08,78068
663,Traffic Offense,18:43:49 09/03/21 - 18:43:49 09/03/21,18:43:49,  Deputies conducted a stop for Speed in Zone.,BLOCK PODUNK RD; T ULYSSES TRUMANSBURG NY 14886,42.486441,-76.6523823,2021-09-03 18:43:49,2021-09-03 18:43:49,Traffic Offense,9,18,18:43:49,67429
664,Traffic Cmplnt,11:43:08 09/03/21 - **:**:** **/**/**,11:43:08,  Traffic complaint.,COLLINS RD & PERUVILLE RD; T LANSING FREEVILLE NY 13068,42.5393637,-76.4649053,2021-09-03 11:43:08,,Traffic Complaint,9,11,11:43:08,42188
665,Traffic Offense,03:10:32 09/03/21 - 03:10:32 09/03/21,03:10:32,  Traffic stop.,EAST SHORE DR & WATERWAGON RD; T LANSING ITHACA NY 14850,42.5156638,-76.50836679999999,2021-09-03 03:10:32,2021-09-03 03:10:32,Traffic Offense,9,3,03:10:32,11432
666,Traffic Offense,01:02:31 09/03/21 - 01:02:31 09/03/21,01:02:31,  Deputy initiated a traffic stop for multiple moving violations.,STATE ROUTE 13 N & CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850,42.3964701,-76.5460386,2021-09-03 01:02:31,2021-09-03 01:02:31,Traffic Offense,9,1,01:02:31,3751
667,Traffic Cmplnt,15:53:42 09/02/21 - 15:54:53 09/02/21,15:53:42,  Deputy responded to a traffic complaint.,ELMIRA RD & MAZOUREK RD; T NEWFIELD NEWFIELD NY 14867,42.3289169,-76.6461169,2021-09-02 15:53:42,2021-09-02 15:54:53,Traffic Complaint,9,15,15:53:42,57222
668,Traffic Cmplnt,04:56:30 09/02/21 - 04:56:30 09/02/21,04:56:30,  Traffic complaint.,NEWFIELD DEPOT RD; T NEWFIELD NEWFIELD NY 14867,42.365027,-76.5696009,2021-09-02 04:56:30,2021-09-02 04:56:30,Traffic Complaint,9,4,04:56:30,17790
669,Traffic Offense,00:35:25 09/02/21 - 00:35:25 09/02/21,00:35:25,  Traffic stop.,PERUVILLE RD & CASWELL RD; T GROTON GROTON NY 13073,42.5478519,-76.3769054,2021-09-02 00:35:25,2021-09-02 00:35:25,Traffic Offense,9,0,00:35:25,2125
670,Traffic Cmplnt,23:27:01 09/01/21 - 23:27:01 09/01/21,23:27:01,  Traffic Complaint.,FIVE MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850,42.4224419,-76.5291647,2021-09-01 23:27:01,2021-09-01 23:27:01,Traffic Complaint,9,23,23:27:01,84421
671,Traffic Cmplnt,21:43:31 09/01/21 - 21:44:15 09/01/21,21:43:31,  Deputy responded to a traffic complaint.,SALT RD & ELM ST EXT; T GROTON GROTON NY 13073,42.5850352,-76.32394359999999,2021-09-01 21:43:31,2021-09-01 21:44:15,Traffic Complaint,9,21,21:43:31,78211
672,Traffic Cmplnt,19:16:27 09/01/21 - 19:17:40 09/01/21,19:16:27,  Traffic complaint.,WILLOW CREEK RD; T ULYSSES TRUMANSBURG NY 14886,42.527009,-76.591854,2021-09-01 19:16:27,2021-09-01 19:17:40,Traffic Complaint,9,19,19:16:27,69387
673,Traffic Cmplnt,19:14:31 09/01/21 - 19:14:31 09/01/21,19:14:31,  Traffic equipment malfunction.,N TRIPHAMMER RD & STATE ROUTE 13 N; V LANSING ITHACA NY 14850,42.5054774,-76.490818,2021-09-01 19:14:31,2021-09-01 19:14:31,Traffic Complaint,9,19,19:14:31,69271
674,Traffic Cmplnt,18:57:38 09/01/21 - 19:04:06 09/01/21,18:57:38,  Property check conducted.,DRYDEN RD & IRISH SETTLEMENT RD; T DRYDEN DRYDEN NY 13053,42.48963740000001,-76.3282852,2021-09-01 18:57:38,2021-09-01 19:04:06,Traffic Complaint,9,18,18:57:38,68258
675,Traffic Offense,22:38:34 04/30/22 - 22:38:34 04/30/22,22:38:34,  Traffic Offense.,PINE TREE RD & SNYDER HILL RD; T ITHACA ITHACA NY 14850,42.4313048,-76.4627534,2022-04-30 22:38:34,2022-04-30 22:38:34,Traffic Offense,4,22,22:38:34,81514
676,Traffic Offense,21:23:01 04/30/22 - 21:23:01 04/30/22,21:23:01,  Traffic Offense.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-04-30 21:23:01,2022-04-30 21:23:01,Traffic Offense,4,21,21:23:01,76981
677,Traffic Offense,17:42:11 04/30/22 - 17:42:11 04/30/22,17:42:11,  Traffic Offense.,STATE ROUTE 13 N; ROUTE 13 AT ITHACA HIGH BALL FIELD ITHACA NY 14850,39.9161307,-82.40810309999999,2022-04-30 17:42:11,2022-04-30 17:42:11,Traffic Offense,4,17,17:42:11,63731
678,Traffic Offense,17:10:59 04/30/22 - 17:10:59 04/30/22,17:10:59,  Traffic Offense.,EAST SHORE DR & BURDICK HILL RD; V LANSING ITHACA NY 14850,42.4978646,-76.5097833,2022-04-30 17:10:59,2022-04-30 17:10:59,Traffic Offense,4,17,17:10:59,61859
679,Traffic Cmplnt,16:28:35 04/30/22 - 16:30:12 04/30/22,16:28:35,  Unable to locate.,ELMIRA RD & FIVE MILE DR; T ITHACA ITHACA NY 14850,42.41444750000001,-76.53140669999999,2022-04-30 16:28:35,2022-04-30 16:30:12,Traffic Complaint,4,16,16:28:35,59315
680,Traffic Offense,13:26:52 04/30/22 - 13:26:52 04/30/22,13:26:52,  Traffic Offense.,FALL CREEK RD & RED MILL RD; T DRYDEN FREEVILLE NY 13068,42.5275668,-76.3212029,2022-04-30 13:26:52,2022-04-30 13:26:52,Traffic Offense,4,13,13:26:52,48412
681,Traffic Offense,13:03:56 04/30/22 - 13:03:56 04/30/22,13:03:56,  Traffic Offense.,WEST DRYDEN RD & WOOD RD; T DRYDEN FREEVILLE NY 13068,42.51762189999999,-76.3941531,2022-04-30 13:03:56,2022-04-30 13:03:56,Traffic Offense,4,13,13:03:56,47036
682,Traffic Offense,12:48:51 04/30/22 - 12:48:51 04/30/22,12:48:51,  Deputies conducted a traffic stop.,ASBURY RD & EAST SHORE DR; T LANSING LANSING NY 14882,42.525045,-76.500204,2022-04-30 12:48:51,2022-04-30 12:48:51,Traffic Offense,4,12,12:48:51,46131
683,Traffic Offense,12:17:01 04/30/22 - 12:17:01 04/30/22,12:17:01,  Traffic stop.,LUDLOWVILLE RD & SALMON CREEK RD; T LANSING LANSING NY 14882,42.553579,-76.538532,2022-04-30 12:17:01,2022-04-30 12:17:01,Traffic Offense,4,12,12:17:01,44221
684,Traffic Offense,12:05:12 04/30/22 - 12:05:12 04/30/22,12:05:12,  Traffic stop.,LANSINGVILLE RD & DAVIS RD; T LANSING LANSING NY 14882,42.573803,-76.549374,2022-04-30 12:05:12,2022-04-30 12:05:12,Traffic Offense,4,12,12:05:12,43512
685,Traffic Offense,11:21:53 04/30/22 - 11:21:53 04/30/22,11:21:53,  Traffic stop.,STATE ROUTE 13 N & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818,2022-04-30 11:21:53,2022-04-30 11:21:53,Traffic Offense,4,11,11:21:53,40913
686,Traffic Offense,10:10:37 04/30/22 - 10:10:37 04/30/22,10:10:37,  Deputies conducted a traffic stop.,STATE ROUTE 13; RT 13 RUNWAY; T DRYDEN ITHACA NY 14850,42.7118632,-76.0328474,2022-04-30 10:10:37,2022-04-30 10:10:37,Traffic Offense,4,10,10:10:37,36637
687,Traffic Cmplnt,10:04:42 04/30/22 - 10:04:42 04/30/22,10:04:42,  Traffic Complaint.,STATE ROUTE 13 & BROWN RD; V LANSING ITHACA NY 14850,42.482845,-76.4548329,2022-04-30 10:04:42,2022-04-30 10:04:42,Traffic Complaint,4,10,10:04:42,36282
688,Traffic Offense,08:52:37 04/30/22 - 08:52:37 04/30/22,08:52:37,  Traffic stop.,AUBURN RD & MUNSON RD; T LANSING GROTON NY 13073,42.5823945,-76.49300269999999,2022-04-30 08:52:37,2022-04-30 08:52:37,Traffic Offense,4,8,08:52:37,31957
689,Traffic Offense,08:52:37 04/30/22 - 08:52:37 04/30/22,08:52:37,  Traffic stop.,AUBURN RD & MUNSON RD; T LANSING GROTON NY 13073,42.5823945,-76.49300269999999,2022-04-30 08:52:37,2022-04-30 08:52:37,Traffic Offense,4,8,08:52:37,31957
690,Traffic Offense,08:52:37 04/30/22 - 08:52:37 04/30/22,08:52:37,  Traffic stop.,AUBURN RD & MUNSON RD; T LANSING GROTON NY 13073,42.5823945,-76.49300269999999,2022-04-30 08:52:37,2022-04-30 08:52:37,Traffic Offense,4,8,08:52:37,31957
691,Traffic Offense,08:52:37 04/30/22 - 08:52:37 04/30/22,08:52:37,  Traffic stop.,AUBURN RD & MUNSON RD; T LANSING GROTON NY 13073,42.5823945,-76.49300269999999,2022-04-30 08:52:37,2022-04-30 08:52:37,Traffic Offense,4,8,08:52:37,31957
692,Traffic Offense,08:08:13 04/30/22 - 08:08:13 04/30/22,08:08:13,  Traffic offense.,FALL CREEK RD & LEISURE LN; T DRYDEN FREEVILLE NY 13068,42.5232734,-76.3243037,2022-04-30 08:08:13,2022-04-30 08:08:13,Traffic Offense,4,8,08:08:13,29293
693,Traffic Offense,04:05:01 04/30/22 - 04:05:01 04/30/22,04:05:01,  TCSO initiated a Traffic Stop.,DRYDEN RD & GEORGE RD; T DRYDEN DRYDEN NY 13053,42.48963740000001,-76.3282852,2022-04-30 04:05:01,2022-04-30 04:05:01,Traffic Offense,4,4,04:05:01,14701
694,Traffic Offense,19:35:01 04/29/22 - 19:35:01 04/29/22,19:35:01,  Deputy initiated a traffic stop for speed.,BRICKYARD RD & RIDGE RD; T LANSING LANSING NY 14882,42.5434071,-76.52496839999999,2022-04-29 19:35:01,2022-04-29 19:35:01,Traffic Offense,4,19,19:35:01,70501
695,Traffic Cmplnt,16:58:53 04/29/22 - 16:59:31 04/29/22,16:58:53,  Traffic complaint.,DRYDEN RD; NYSEG; T DRYDEN ITHACA NY 14850,42.4649959,-76.4160503,2022-04-29 16:58:53,2022-04-29 16:59:31,Traffic Complaint,4,16,16:58:53,61133
696,Traffic Offense,12:30:31 04/29/22 - 12:30:31 04/29/22,12:30:31,  Traffic stop.,PERUVILLE RD & OLD PERUVILLE RD; T GROTON FREEVILLE NY 13068,42.54836299999999,-76.3566625,2022-04-29 12:30:31,2022-04-29 12:30:31,Traffic Offense,4,12,12:30:31,45031
697,Traffic Offense,12:30:31 04/29/22 - 12:30:31 04/29/22,12:30:31,  Traffic stop.,PERUVILLE RD & OLD PERUVILLE RD; T GROTON FREEVILLE NY 13068,42.54836299999999,-76.3566625,2022-04-29 12:30:31,2022-04-29 12:30:31,Traffic Offense,4,12,12:30:31,45031
698,Traffic Offense,12:27:53 04/29/22 - 12:27:53 04/29/22,12:27:53,  Traffic stop.,MECKLENBURG RD & SHEFFIELD RD; T ENFIELD ITHACA NY 14850,42.4473648,-76.57123519999999,2022-04-29 12:27:53,2022-04-29 12:27:53,Traffic Offense,4,12,12:27:53,44873
699,Traffic Offense,12:06:17 04/29/22 - 12:06:17 04/29/22,12:06:17,  Traffic stop.,AIKEN RD & PODUNK RD; T ENFIELD TRUMANSBURG NY 14886,42.46456,-76.6507929,2022-04-29 12:06:17,2022-04-29 12:06:17,Traffic Offense,4,12,12:06:17,43577
